,Pořadí na kandidátce v 2002,"Příjmení, jméno",Tituly 2002,Věk 2002,Navrhující strana,Politická příslušnost,Hlasy abs. 2002,Hlasy v % 2002,Pořadí zvolení v 2002,Mandát v 2002,Pořadí na kandidátce v 2006,Tituly 2006,Věk 2006,Hlasy abs. 2006,Hlasy v % 2006,Pořadí zvolení v 2006,Mandát v 2006,Pořadí na kandidátce v 2010,Tituly 2010,Věk 2010,Hlasy abs. 2010,Hlasy v % 2010,Pořadí zvolení v 2010,Mandát v 2010,Pořadí na kandidátce v 2014,Tituly 2014,Věk 2014,Hlasy abs. 2014,Hlasy v % 2014,Pořadí zvolení v 2014,Mandát v 2014,Pořadí na kandidátce v 2018,Tituly 2018,Věk 2018,Hlasy abs. 2018,Hlasy v % 2018,Pořadí zvolení v 2018,Mandát v 2018
1862,,Jandová Růžena,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,73.0,379.0,1.95,-,-
1863,,Janeček Jiří,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,Ing.,50.0,2896.0,2.0,23,-
1864,,Janík Dušan,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,Ing. Ph.D.,34.0,2816.0,1.95,35,-
1865,,Jánošíková Petra,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,JUDr. Ph.D.,42.0,2971.0,2.06,29,-
1866,,Janovcová Vladimíra,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,Mgr. Bc.,30.0,5440.0,2.11,20,-
1867,,Januška Martin,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Ing. Ph.D.,36.0,3096.0,2.19,10,-
1868,,Jarošová Jana,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,67.0,355.0,1.83,-,-
1869,,Járová Olga,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,66.0,381.0,1.97,-,-
1870,,Jasná Vanka,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,Mgr.,60.0,2493.0,2.0,43,-
1871,,Jehlička Petr,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,MUDr. Ph.D.,54.0,3149.0,2.09,27,-
1872,,Jelínek Vlastimil,,,PRO Zdraví,PRO Zdraví,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,56.0,2140.0,2.03,-,-
1873,,Ježek Kamil,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Ing. Ph.D.,35.0,5263.0,2.04,34,-
1874,,Ježík Johannes Vlastimil,,,Monarchiste.cz,Monarchiste.cz,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Mgr.,48.0,380.0,2.81,-,-
1875,,Ježíková Berenika,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,18.0,273.0,2.02,-,-
1876,,Julius Petr,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,38.0,4914.0,1.91,38,-
1877,,Juliusová Petra,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,45.0,1240.0,2.04,-,-
1878,,Káčerek Tomáš,,,PRO Zdraví,PRO Zdraví,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,Ing.,50.0,2159.0,2.05,-,-
1879,,Kadlec Jan,,,NÁR.SOC.,NÁR.SOC.,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,59.0,578.0,2.98,-,-
1880,,Kadlecová Pavla,,,SPD,SPD,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,53.0,2310.0,2.12,-,-
1881,,Kahoun Tomáš,,,SPD,SPD,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Ing.,52.0,2414.0,2.21,-,-
1882,,Kalčík Petr,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,39.0,171.0,2.0,-,-
1883,,Kalous Stanislav,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,35.0,2308.0,2.11,-,-
1884,,Kaňák Jan,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Ing. Ph.D.,65.0,2217.0,2.75,-,-
1885,,Kantor Luděk,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,Bc.,32.0,2837.0,1.96,31,-
1886,,Kantová Jiřina,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,33.0,209.0,1.97,-,-
1887,,Kanyicska Tibor,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,52.0,2283.0,2.09,-,-
1888,,Karas Milan,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,Mgr.,31.0,10196.0,2.08,26,-
1889,,Karkoš Petr,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,61.0,2264.0,2.07,-,-
1890,,Karlíček Viktor,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,20.0,3212.0,2.13,12,-
1891,,Kasík Jan,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,40.0,5505.0,2.13,12,-
1892,,Kastner Luboš,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,Ing.,39.0,2803.0,1.86,39,-
1893,,Kastner Petr,,,NPJS,NPJS,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,65.0,1269.0,2.09,-,-
1894,,Kaše Robert,,,Soukromníci,Soukromníci,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Mgr.,50.0,285.0,3.33,-,-
1895,,Kauer František,,,SPD,SPD,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Ing.,58.0,2418.0,2.22,-,-
1896,,Kavina Jiří,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,34.0,5165.0,2.0,35,-
1897,,Kepka Vlastimil,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,60.0,378.0,1.95,-,-
1898,,Kielbergerová Renata,,,PRO PLZEŇ,PRO PLZEŇ,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Mgr.,57.0,2258.0,2.14,-,-
1899,,Kielbus Zdeněk,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,Ing.,66.0,382.0,1.97,-,-
1900,,Kilbergr Vladimír,,,ND,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,57.0,212.0,2.0,-,-
1901,,"Klečka Jiří Ph.D.,",,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,MUDr. MBA,46.0,2076.0,3.42,-,-
1902,,Kleiner Josef,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,42.0,247.0,2.33,-,-
1903,,Klinger Václav,,,BPI,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,47.0,249.0,2.35,-,-
1904,,Knotek Miroslav,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Mgr.,56.0,3121.0,2.21,3,-
1905,,Kocur Michal,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,MBA,41.0,2100.0,1.99,-,-
1906,,Kočí Patrik,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,26.0,213.0,2.01,-,-
1907,,Kočka Antonín,,,DSZ-ZA PR.ZVÍŘ.,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,56.0,90.0,6.77,-,-
1908,,Kočka Antonín,,,DSZ-ZA PR.ZVÍŘ.,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,31.0,63.0,4.74,-,-
1909,,Kočka Gabriel,,,DSZ-ZA PR.ZVÍŘ.,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,26.0,73.0,5.49,-,-
1910,,Kočková Věra,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,51.0,62.0,4.66,-,-
1911,,Kodeda Oldřich,,,Monarchiste.cz,Monarchiste.cz,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Ing. arch.,59.0,490.0,3.63,-,-
1912,,Kodedová Helena,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,86.0,236.0,1.74,-,-
1913,,Kojzarová Markéta,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,47.0,1240.0,2.04,-,-
1914,,Kolář Antonín,,,STAN,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,Mgr.,45.0,1896.0,2.35,-,-
1915,,Kollrossová Jana,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Mgr. MUDr.,47.0,1722.0,2.14,-,-
1916,,Kopačka Roman,,,SPD,SPD,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,51.0,2339.0,2.14,-,-
1917,,Kopicová Věra,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,Bc.,58.0,2510.0,1.74,42,-
1918,,Koprda Štefan,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,63.0,310.0,2.29,-,-
1919,,Kopta Josef,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,72.0,157.0,1.83,-,-
1920,,Koptík Petr,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,54.0,1263.0,2.08,-,-
1921,,Koranda František,,,KSČM,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,JUDr.,73.0,2614.0,2.1,26,-
1922,,Koreň Pavel,,,DSZ-ZA PR.ZVÍŘ.,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,47.0,62.0,4.66,-,-
1923,,Koreňová Milena,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,46.0,90.0,6.77,-,-
1924,,Körnerová Nikola,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,Bc.,26.0,1223.0,2.01,-,-
1925,,Kortus Oldřich,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,PhDr. Ph.D.,42.0,326.0,2.41,-,-
1926,,Kortusová Zdeňka,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Mgr.,35.0,258.0,1.91,-,-
1927,,Kostner Petr,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Ing.,79.0,169.0,1.97,-,-
1928,,Kotal Jan,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,45.0,1201.0,1.98,-,-
1929,,Kotora Tomáš,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Ing.,52.0,2635.0,2.5,-,-
1930,,Kovařík Rostislav,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Mgr.,69.0,421.0,2.17,-,-
1931,,Kozák Vladimír,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,56.0,271.0,2.0,-,-
1932,,Koželuh Kamil,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,18.0,248.0,1.83,-,-
1933,,Kraftová Patricie,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,DiS.,39.0,3012.0,2.0,32,-
1934,,Krákorová Petra,,,STAN,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,46.0,1754.0,2.18,-,-
1935,,Králová Alena,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,Mgr.,43.0,2043.0,1.94,-,-
1936,,Kratochvílová Veronika,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,42.0,216.0,2.03,-,-
1937,,Krčmář Luděk,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mgr.,46.0,527.0,3.9,-,-
1938,,Krejčí Radek,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Bc.,26.0,5625.0,2.18,1,-
1939,,Krejčík Josef,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,70.0,1225.0,2.02,-,-
1940,,Kresa Jaroslav,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,63.0,2571.0,2.07,34,-
1941,,Krisl Jindřich,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,33.0,193.0,2.25,-,-
1942,,Krňoul Štěpán,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Mgr.,34.0,3109.0,2.15,6,-
1943,,Krocová Kateřina,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,19.0,169.0,1.97,-,-
1944,,Kruba Josef,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,85.0,59.0,4.44,-,-
1945,,Krumpholcová Jaroslava,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,47.0,10095.0,2.06,25,-
1946,,Kubát Jakub,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Mgr.,34.0,2977.0,2.11,37,-
1947,,Kuberská Alena,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,59.0,399.0,2.06,-,-
1948,,Kubíčková Monika,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,40.0,220.0,2.07,-,-
1949,,Kubík Jan,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,65.0,2604.0,2.09,20,-
1950,,Kuděj František,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Ing.,71.0,386.0,1.99,-,-
1951,,Kudrnovský Petr,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,Ing.,44.0,1597.0,1.98,-,-
1952,,Kunc Jiří,,,STAN,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,MgA.,28.0,1594.0,1.98,-,-
1953,,Kuncl Ladislav,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,MVDr.,63.0,2270.0,2.15,-,-
1954,,Kupková Ivana,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,Mgr.,59.0,385.0,1.99,-,-
1955,,Kurková Irena,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,58.0,265.0,1.96,-,-
1956,,Kůs Daniel,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Mgr.,44.0,5728.0,2.22,7,*
1957,,Kutil Tomáš,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,21.0,1249.0,2.06,-,-
1958,,Kylián Zdeněk,,,DSZ-ZA PR.ZVÍŘ.,DSZ-ZA PR.ZVÍŘ.,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,Bc.,49.0,79.0,5.94,-,-
1959,,Kylišová Jitka,,,TOP 09,Zelení,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,Bc.,45.0,3178.0,2.11,14,-
1960,,Lachmanová Marie,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,Mgr.,56.0,2774.0,1.92,39,-
1961,,Lakatošová Magdaléna,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,52.0,2898.0,2.05,38,-
1962,,Langmaierová Zlata,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,Mgr.,32.0,10307.0,2.11,21,-
1963,,Laňová Božena,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,MUDr.,68.0,2097.0,1.99,-,-
1964,,Laštovka Martin,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,18.0,394.0,2.03,-,-
1965,,Ledecká Ludmila,,,Soukromníci,Soukromníci,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,47.0,202.0,2.36,-,-
1966,,Lednárová Lenka,,,BPI,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,45.0,219.0,2.06,-,-
1967,,Legát Zdeněk,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,58.0,155.0,11.67,-,-
1968,,Lehký Libor,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,34.0,5446.0,2.11,19,-
1969,,Lepionka Petra,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,42.0,159.0,1.85,-,-
1970,,Leška Martin,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,Bc.,30.0,2982.0,1.98,34,-
1971,,Levová Jana,,,SPD,SPD,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,41.0,2600.0,2.38,-,-
1972,,Lipka Jiří,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Ing.,41.0,481.0,2.48,-,-
1973,,Liška Jaroslav,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,28.0,3085.0,2.13,24,-
1974,,Liška Pavel,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,33.0,2456.0,2.25,-,-
1975,,Liška Václav,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,Ing.,85.0,360.0,1.86,-,-
1976,,Lomická Kateřina,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,Mgr.,44.0,1279.0,2.11,-,-
1977,,Lorenzová Jana,,,ANO,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,33.0,9647.0,1.97,33,-
1978,,Luhový Lukáš,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,Bc.,31.0,2160.0,2.05,-,-
1979,,Lukašáková Iva,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,47.0,2229.0,2.04,-,-
1980,,Lukšan Martin,,,ND,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,36.0,212.0,2.0,-,-
1981,,Macourková Aneta,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,21.0,164.0,1.91,-,-
1982,,Macharáček Radek,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,43.0,170.0,1.98,-,-
1983,,Major Václav,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Ing.,69.0,1240.0,2.04,-,-
1984,,Majorová Eva,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,59.0,1222.0,2.01,-,-
1985,,Marek Petr,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Bc.,44.0,3007.0,2.13,21,-
1986,,Mariňáková Michala,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Mgr. Bc.,37.0,3164.0,2.19,4,-
1987,,Marková Pavla,,,ODS,ODS,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,45.0,10196.0,2.09,18,-
1988,,Markuzzi Martin,,,ND,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,19.0,228.0,2.15,-,-
1989,,Martínek Radek,,,ND,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,44.0,208.0,1.96,-,-
1990,,Martínek Robert,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Ing. arch.,40.0,329.0,2.43,-,-
1991,,Mařík Antonín,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,Ing.,71.0,2767.0,1.96,42,-
1992,,Masnicová Alena,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,63.0,386.0,1.99,-,-
1993,,Mastná Marie,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,MUDr.,67.0,1343.0,2.21,-,-
1994,,Maštálka Ivan,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Mgr. LL.M.,36.0,2790.0,2.24,7,-
1995,,Maštálková Lenka,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,Ing. Mgr.,61.0,2662.0,2.14,14,-
1996,,Matějka Miroslav,,,KDU-ČSL,KAN,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,Ing.,51.0,2939.0,2.03,13,-
1997,,Maule Petr,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,PhDr. Mgr. MBA,28.0,2223.0,2.11,-,-
1998,,Mauleová Naděžda,,,PRO Zdraví,PRO Zdraví,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Ing. MBA,51.0,2604.0,2.47,-,-
1999,,Mauritzová Ilona,,,ODS,ODS,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,doc. PaedDr. Ph.D.,58.0,11069.0,2.27,6,*
2000,,Maurová Alena,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,54.0,5416.0,2.1,25,-
2001,,Měřínská Zuzana,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Ing.,30.0,477.0,2.46,-,-
2002,,Michalčíková Ludmila,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,65.0,231.0,2.18,-,-
2003,,Mikeš Jan,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,28.0,222.0,2.09,-,-
2004,,Mládek Michal,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,54.0,2045.0,1.94,-,-
2005,,Mlejnecká Jarmila,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,Bc.,64.0,2304.0,2.11,-,-
2006,,Morávek Tomáš,,,PRO Zdraví,PRO Zdraví,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,Bc.,27.0,2110.0,2.0,-,-
2007,,Mrázek Jan,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,64.0,1186.0,1.95,-,-
2008,,Muchka Radek,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,51.0,183.0,2.14,-,-
2009,,Mutinská Ladislava,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,Mgr.,58.0,5407.0,2.1,26,-
2010,,Nedvídková Jaroslava,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,48.0,2294.0,2.1,-,-
2011,,Němec Jiří,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,72.0,355.0,1.83,-,-
2012,,Němeček Václav,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,76.0,3003.0,2.12,11,-
2013,,Nevřiva Petr,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,70.0,284.0,2.1,-,-
2014,,Nosková Miroslava,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,49.0,157.0,1.83,-,-
2015,,Novák Jan,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,Bc.,33.0,2875.0,1.99,27,-
2016,,Novák Zdeněk,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,54.0,2558.0,2.06,39,-
2017,,Novobilský Milan,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,56.0,320.0,2.37,-,-
2018,,Novotný Zdeněk,,,NPJS,NPJS,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,doc. MUDr. CSc.,67.0,1678.0,2.76,-,-
2019,,Nový Jozef,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,62.0,2539.0,2.04,40,-
2020,,Nový Karel,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,54.0,4707.0,1.82,39,-
2021,,Nový Ladislav,,,STAN,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,38.0,1995.0,2.48,-,-
2022,,Nový Miloš,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Ing. et Ing.,58.0,3658.0,2.43,4,*
2023,,Odvodyová Iveta,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,49.0,56.0,4.21,-,-
2024,,Olbertová Lenka,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Mgr.,34.0,169.0,1.97,-,-
2025,,Ondráček Petr,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,55.0,420.0,2.17,-,-
2026,,Opatrný Petr,,,ND,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,58.0,207.0,1.95,-,-
2027,,Ostrčilová Drahoslava,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,50.0,2141.0,2.03,-,-
2028,,Ottová Ivana,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,59.0,10411.0,2.13,16,-
2029,,Ottová Miroslava,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,Ing.,50.0,171.0,2.0,-,-
2030,,Pachner Martin,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,MUDr.,33.0,3192.0,2.21,14,-
2031,,Páníková Hana,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,57.0,419.0,2.16,-,-
2032,,Pastirčák Tomáš,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Mgr.,29.0,5772.0,2.24,6,*
2033,,Pata Kamil,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,65.0,373.0,1.92,-,-
2034,,Patrovský Pavel,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Ing.,49.0,2971.0,2.1,34,-
2035,,Pavelec Václav,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MUDr.,46.0,1992.0,2.47,-,-
2036,,Pavlíčková Věra,,,PRO Zdraví,PRO Zdraví,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,MUDr.,61.0,2326.0,2.2,-,-
2037,,Pecka Jiří,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,61.0,260.0,1.92,-,-
