,Pořadí na kandidátce v 2002,"Příjmení, jméno",Tituly 2002,Věk 2002,Navrhující strana,Politická příslušnost,Hlasy abs. 2002,Hlasy v % 2002,Pořadí zvolení v 2002,Mandát v 2002,Pořadí na kandidátce v 2006,Tituly 2006,Věk 2006,Hlasy abs. 2006,Hlasy v % 2006,Pořadí zvolení v 2006,Mandát v 2006,Pořadí na kandidátce v 2010,Tituly 2010,Věk 2010,Hlasy abs. 2010,Hlasy v % 2010,Pořadí zvolení v 2010,Mandát v 2010,Pořadí na kandidátce v 2014,Tituly 2014,Věk 2014,Hlasy abs. 2014,Hlasy v % 2014,Pořadí zvolení v 2014,Mandát v 2014,Pořadí na kandidátce v 2018,Tituly 2018,Věk 2018,Hlasy abs. 2018,Hlasy v % 2018,Pořadí zvolení v 2018,Mandát v 2018
1684,,Waasová Pavlína,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,21.0,,36.0,3520.0,2.11,16,-,,,,,,,
1685,,Walter Martin,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,16.0,Bc.,28.0,874.0,2.12,-,-,,,,,,,
1686,,Weger Jiří,,,ANO,ANO,,,,,,,,,,,,,,,,,,,45.0,,36.0,6349.0,1.92,35,-,,,,,,,
1687,,WIPPLINGER Eduard,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,31.0,Ing.,29.0,2103.0,2.01,28,-,,,,,,,
1688,,Zach Karel,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,16.0,Ing.,51.0,3264.0,2.42,3,-,8.0,Ing.,55.0,2184.0,2.71,-,-
1689,,Záluský Radek,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,38.0,,35.0,1071.0,1.99,-,-,,,,,,,
1690,,Zárubová Eliška,,,Svobodní,BEZPP,,,,,,,,,,,,,,,,,,,47.0,,20.0,722.0,1.75,-,-,,,,,,,
1691,,Zarzycký Roman,,,ANO,ANO,,,,,,,,,,,,,,,,,,,5.0,Mgr.,37.0,7502.0,2.27,5,*,1.0,Mgr.,41.0,10963.0,2.24,1,*
1692,,Zavadil Jan,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,1.0,Ing. Bc.,34.0,1042.0,2.53,-,-,,,,,,,
1693,,Zeman Miloslav,,,ANO,BEZPP,,,,,,,,,,,,,,,,,,,19.0,Ing.,53.0,7115.0,2.15,9,-,,,,,,,
1694,,Zeman Pavel,,,ANO,ANO,,,,,,,,,,,,,,,,,,,11.0,,63.0,7140.0,2.16,1,-,15.0,,67.0,10500.0,2.15,2,-
1695,,ZEMAN Václav,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,45.0,JUDr.,50.0,1844.0,1.76,42,-,,,,,,,
1696,,Zikmundová Irena,,,PPPS,PPPS,,,,,,,,,,,,,,,,,,,19.0,Ing.,54.0,708.0,2.15,-,-,,,,,,,
1697,,Zíková Jana,,,PPPS,BEZPP,,,,,,,,,,,,,,,,,,,26.0,,34.0,647.0,1.96,-,-,,,,,,,
1698,,Zoubek Aleš,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,31.0,PhDr. Ph.D.,40.0,6505.0,2.14,21,-,,,,,,,
1699,,Zoubková Renáta,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,2.0,,44.0,1193.0,2.6,-,-,,,,,,,
1700,,Zrostlík Petr,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,11.0,Mgr.,41.0,2987.0,2.21,11,-,,,,,,,
1701,,Zrostlíková Eva,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,27.0,Mgr.,29.0,6507.0,2.14,17,-,7.0,Mgr.,33.0,3193.0,2.26,4,-
1702,,Ženíšek Václav,,,Úsvit,BEZPP,,,,,,,,,,,,,,,,,,,3.0,Ing.,66.0,1575.0,2.93,-,-,,,,,,,
1703,,Žlůvová Ivana,,,DSZ,BEZPP,,,,,,,,,,,,,,,,,,,6.0,,38.0,53.0,6.27,-,-,,,,,,,
1704,,Adamcová Marie,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,29.0,1228.0,2.02,-,-
1705,,Aichingerová Zita,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,39.0,427.0,2.2,-,-
1706,,Albrecht Milan,,,Svobodní,Svobodní,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Ing.,35.0,1872.0,2.32,-,-
1707,,Anderle Jan,,,NK,PVP,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Ing.,62.0,3288.0,2.28,7,-
1708,,Antonov Tomáš,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,34.0,175.0,2.04,-,-
1709,,Bagin Vladimír,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Ing.,55.0,10134.0,2.07,28,-
1710,,Bakala Roman,,,BPI,BPI,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,44.0,246.0,2.32,-,-
1711,,Balážová Lenka,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,Mgr.,33.0,9955.0,2.03,31,-
1712,,Barták Martin,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,Ing. MBA,40.0,10439.0,2.13,14,-
1713,,Bartman Vladislav,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,Ing.,65.0,1753.0,2.18,-,-
1714,,Bartošová Ivana,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Mgr.,58.0,3043.0,2.11,12,-
1715,,Baumruk Vlastimil,,,ND,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,53.0,216.0,2.03,-,-
1716,,Baxa Petr,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,52.0,2302.0,2.11,-,-
1717,,Bedřichová Ella,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,52.0,202.0,2.36,-,-
1718,,Běhounek Petr,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,MUDr.,37.0,3018.0,2.13,26,-
1719,,Berka Aleš,,,DSSS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,56.0,221.0,2.08,-,-
1720,,Berková Jaroslava,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,74.0,1229.0,2.02,-,-
1721,,Berková Věra,,,ND,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,61.0,218.0,2.05,-,-
1722,,Bernášek František,,,DSSS,DSSS,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,41.0,218.0,2.05,-,-
1723,,Beroušek Jakub,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,27.0,2299.0,2.11,-,-
1724,,Bešornová Věra,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,70.0,2211.0,2.03,-,-
1725,,Blabol Miroslav,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,Bc. DiS.,36.0,2965.0,2.05,18,-
1726,,Blaheta Milouš,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,62.0,399.0,2.06,-,-
1727,,Blažek Jindřich,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,64.0,372.0,1.92,-,-
1728,,Blažková Vlasta,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,70.0,2193.0,2.01,-,-
1729,,Blecha Adolf,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,Bc.,47.0,2166.0,2.05,-,-
1730,,Bočan David,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,21.0,5143.0,1.99,37,-
1731,,Boček Jan,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,MUDr.,27.0,2968.0,2.05,28,-
1732,,Bohun Josef,,,BPI,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,39.0,223.0,2.1,-,-
1733,,Bokr Tomáš,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,45.0,2256.0,2.14,-,-
1734,,Bosák Pavel,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,48.0,6208.0,2.41,1,*
1735,,Bozděch Jiří,,,SPD,SPD,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,42.0,2341.0,2.15,-,-
1736,,Brabcová Danuše,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,60.0,5428.0,2.1,22,-
1737,,Brabec David,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,38.0,3166.0,2.1,19,-
1738,,Braun Milan,,,ANO,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,Ing. Mgr.,32.0,10532.0,2.15,12,*
1739,,Brejcha František,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,67.0,382.0,1.97,-,-
1740,,Brejcha Karel,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,32.0,264.0,1.95,-,-
1741,,Brejcha Václav,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,62.0,2524.0,2.03,41,-
1742,,Brichcínová Martina,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,Bc.,33.0,10365.0,2.12,19,-
1743,,Brodzianská Lenka,,,ODS,ODS,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,Ing.,65.0,10160.0,2.08,22,-
1744,,Brousilová Markéta,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,25.0,1382.0,2.28,-,-
1745,,Brunclík Miloslav,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,57.0,287.0,2.12,-,-
1746,,Brunclík Tomáš,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,25.0,282.0,2.09,-,-
1747,,Bubeníčková Ivana,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,Ing.,52.0,10492.0,2.14,9,-
1748,,Burcal Miroslav,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,27.0,2089.0,1.91,-,-
1749,,Burešová Pavla,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,47.0,153.0,1.78,-,-
1750,,Candra Václav,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,43.0,10192.0,2.08,24,-
1751,,Carda Tomáš,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,26.0,1243.0,2.05,-,-
1752,,Cerhová Romana,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,52.0,129.0,9.71,-,-
1753,,Cihlář Marek,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Bc.,32.0,1270.0,2.09,-,-
1754,,Cihlář Zdeněk,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,60.0,1134.0,1.87,-,-
1755,,Cikán Martin,,,Monarchiste.cz,Monarchiste.cz,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Mgr.,32.0,288.0,2.13,-,-
1756,,Cinádr Václav,,,STAN,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,Mgr.,29.0,1762.0,2.19,-,-
1757,,Cudlman Miroslav,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Ing.,60.0,2797.0,1.93,36,-
1758,,Cvrček Pavel,,,STAN,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,Ing.,36.0,1729.0,2.15,-,-
1759,,Čapek Jiří,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,Ing. Ph.D.,36.0,5579.0,2.16,15,-
1760,,Čapková Vladimíra,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Ing.,40.0,2847.0,1.97,33,-
1761,,Čech Pavel,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,35.0,1088.0,1.79,-,-
1762,,Čechura Jiří,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,56.0,165.0,1.93,-,-
1763,,Čermák Filip,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,41.0,1169.0,1.92,-,-
1764,,Čermák Petr,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,50.0,1270.0,2.09,-,-
1765,,Černá Michaela,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,29.0,5577.0,2.16,8,-
1766,,Černík Jaroslav,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,54.0,5479.0,2.12,16,-
1767,,Černý Jan,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,40.0,178.0,2.08,-,-
1768,,Černý Martin,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Ing. Mgr.,43.0,2991.0,2.07,10,-
1769,,Černý Zdeněk,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,37.0,1244.0,2.05,-,-
1770,,Čiviš Ladislav,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,66.0,365.0,1.88,-,-
1771,,Čížková Lenka,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,49.0,273.0,2.02,-,-
1772,,Daniel Antonín,,,ODS,ODS,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,55.0,9933.0,2.04,27,-
1773,,Daňková Magdaléna,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Mgr.,36.0,6146.0,2.38,2,*
1774,,Degtjarjova Martina,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,33.0,171.0,2.0,-,-
1775,,Dezort Martin,,,STAN,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Ing.,44.0,1958.0,2.43,-,-
1776,,Dischinger Ivan,,,ODS,ODS,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,55.0,10345.0,2.12,8,-
1777,,Dmitrišin Ondřej,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,24.0,249.0,1.84,-,-
1778,,Domanický Petr,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Ing. arch.,45.0,3666.0,2.44,3,*
1779,,Donatiénová Božena,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,70.0,257.0,1.9,-,-
1780,,Dort Jakub,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,41.0,2237.0,2.12,-,-
1781,,Drábeček Karel,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,73.0,244.0,1.8,-,-
1782,,Drábečková Nataša,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,46.0,233.0,1.72,-,-
1783,,Dražka Jan,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,26.0,2741.0,2.2,21,-
1784,,Drnek Jan,,,Monarchiste.cz,Monarchiste.cz,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,57.0,410.0,3.04,-,-
1785,,Drnek Jan,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,27.0,275.0,2.03,-,-
1786,,Drnková Magdalena,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,59.0,268.0,1.98,-,-
1787,,Drnková Rozálie,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,31.0,248.0,1.83,-,-
1788,,Drtil Tomáš,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,34.0,5085.0,1.97,36,-
1789,,Duchek Vladimír,,,NK,PVP,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,doc. Ing. Ph.D.,53.0,2587.0,1.79,43,-
1790,,Duras Jindřich,,,TOP 09,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,RNDr. Ph.D.,60.0,3509.0,2.33,16,-
1791,,Dvořák Michal,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,42.0,430.0,2.22,-,-
1792,,Dvořák Petr,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,36.0,2299.0,2.11,-,-
1793,,Dvořáková Adéla,,,SPD,SPD,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,34.0,2418.0,2.22,-,-
1794,,Egrmajerová Ladislava,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,49.0,175.0,2.04,-,-
1795,,Eisenhammer Jan,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,63.0,281.0,2.08,-,-
1796,,Fajt Richard,,,BPI,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,45.0,215.0,2.03,-,-
1797,,Falcníková Vladimíra,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Ing.,56.0,2195.0,2.08,-,-
1798,,Farhan Kamal,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,MUDr.,49.0,10598.0,2.17,9,*
1799,,Fenclová Michaela,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,26.0,156.0,1.82,-,-
1800,,Fischer Jan,,,NPJS,NPJS,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,40.0,1716.0,2.83,-,-
1801,,Fišerová Iveta,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,43.0,264.0,1.95,-,-
1802,,Fládr Martin,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,Mgr. et Mgr.,46.0,2951.0,2.04,25,-
1803,,Fojtíček Ctibor,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Ing.,80.0,2796.0,1.93,37,-
1804,,Folda Jiří,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,34.0,1757.0,2.18,-,-
1805,,Forejt Josef,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,Ing.,56.0,382.0,1.97,-,-
1806,,Fric Karolina,,,ČSSD,ČSSD,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,Ing.,29.0,3032.0,2.14,16,-
1807,,Friedrichová Gabriela,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,MUDr.,40.0,2226.0,2.11,-,-
1808,,Fritzová Marie,,,KDU-ČSL,KDU-ČSL,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Mgr. et Mgr. Ph.D.,32.0,3089.0,2.14,9,-
1809,,Fryč Pavel,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,27.0,5342.0,2.07,29,-
1810,,Fuchsová Radka,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,MUDr.,47.0,2844.0,1.97,34,-
1811,,Funda Karel,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,33.0,5234.0,2.03,33,-
1812,,Götz Karel,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,Mgr.,53.0,2115.0,2.0,-,-
1813,,Gut Jiří,,,SPD,SPD,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,72.0,2320.0,2.13,-,-
1814,,Habruň Marek,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,Ing.,29.0,5631.0,2.18,5,-
1815,,Hagara František,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,30.0,5594.0,2.17,3,-
1816,,"Hájek Marcel Ph.D.,",,,ODS,ODS,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,MUDr. ThMgr. FICS.,53.0,10875.0,2.23,1,-
1817,,Hájková Jiřina,,,SPD,SPD,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,63.0,2332.0,2.14,-,-
1818,,Hájková Kateřina,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Mgr.,24.0,5451.0,2.11,17,-
1819,,Halová Marie,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,65.0,2233.0,2.05,-,-
1820,,Hammerová Marcela,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,53.0,2241.0,2.05,-,-
1821,,Hanousek Jiří,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,Ing.,43.0,5632.0,2.18,10,-
1822,,Havel Ladislav,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,38.0,262.0,1.94,-,-
1823,,Havíř František,,,OPAT,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Ing.,54.0,1651.0,2.05,-,-
1824,,Hein Patrik,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,46.0,174.0,2.03,-,-
1825,,Hejdová Andrea,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,Ing. Bc.,45.0,3141.0,2.09,17,-
1826,,Helísek Zdeněk,,,KSČM,KSČM,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,RSDr.,65.0,2554.0,2.05,38,-
1827,,Hellerová Dagmar,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,MUDr.,64.0,178.0,2.08,-,-
1828,,Hemrová Lucie,,,TOP 09,Zelení,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,Mgr. Ph.D.,36.0,3291.0,2.19,9,-
1829,,Hendrychová Ivana,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,Ing.,64.0,397.0,2.05,-,-
1830,,Hesová Sandra,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,Ing.,32.0,2955.0,1.96,35,-
1831,,Hlaváček Jan,,,ODS,ODS,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,41.0,10264.0,2.11,15,-
1832,,Hoblová Alena,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,67.0,149.0,1.74,-,-
1833,,Hodek Jaroslav,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,MUDr.,77.0,1222.0,2.01,-,-
1834,,Hodková Jaroslava,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,MUDr.,72.0,1229.0,2.02,-,-
1835,,Hojerová Jaroslava,,,SPD,SPD,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,53.0,2438.0,2.23,-,-
1836,,Holcová Renáta,,,ODS,ODS,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,21.0,10160.0,2.08,21,-
1837,,Holub Rudolf,,,BPI,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,54.0,214.0,2.02,-,-
1838,,Holý Martin,,,ANO,ANO,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,JUDr.,32.0,10493.0,2.14,11,-
1839,,Holý Michal,,,PRO Zdraví,PRO Zdraví,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,28.0,2129.0,2.02,-,-
1840,,Holzman Martin,,,Piráti,Piráti,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,19.0,5565.0,2.16,6,-
1841,,Hončarová Zdeňka,,,ODS,ODS,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Bc.,44.0,10294.0,2.11,17,-
1842,,Horváth Štěpán,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,35.0,1254.0,2.06,-,-
1843,,Hovorka Tomáš,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,20.0,2289.0,2.1,-,-
1844,,Hrabák Jiří,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,65.0,160.0,1.87,-,-
1845,,Hrabák Petr,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Ing.,35.0,2447.0,2.24,-,-
1846,,Hrabáková Libuše,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,63.0,2142.0,1.96,-,-
1847,,Hradecká Marie,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,Mgr.,43.0,2174.0,2.06,-,-
1848,,Hranička Antonín,,,BPI,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,49.0,214.0,2.02,-,-
1849,,Hrnčíř Bohumil,,,TOP 09,TOP 09,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Ing.,39.0,2981.0,1.98,33,-
1850,,Hrubant Jaroslav,,,Piráti,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,28.0,5297.0,2.05,30,-
1851,,Hubáčková Libuše,,,KDU-ČSL,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,31.0,2877.0,1.99,32,-
1852,,Hudeček Pavel,,,NK,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Mgr.,49.0,2252.0,2.13,-,-
1853,,Hus Miroslav,,,NK,PVP,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,PhDr.,64.0,3003.0,2.08,17,-
1854,,Chaloupek Václav,,,OPAT,OPAT,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mgr.,69.0,3188.0,3.96,-,-
1855,,Chaloupka Milan,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,MUDr.,63.0,291.0,3.4,-,-
1856,,Chára Ondřej,,,Monarchiste.cz,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,23.0,269.0,1.99,-,-
1857,,Charvátová Karolína,,,SPD,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,26.0,2254.0,2.07,-,-
1858,,Chloubová Marieta,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,72.0,155.0,1.81,-,-
1859,,Chmelířová Kateřina,,,NPJS,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,Bc.,24.0,1253.0,2.06,-,-
1860,,Cholinský Martin,,,Soukromníci,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,52.0,217.0,2.53,-,-
1861,,Janda Zdeněk,,,KSČM,BEZPP,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Mgr. Bc.,40.0,2692.0,2.17,6,-
